drug,pair_cell_count
ST-2825,2
STREPTOMYCIN (SULFATE),2
STROPHANTINE OCTAHYDRATE,2
SU-014813,2
T-00127-HEV1,2
TA02,2
TACEDINALINE,2
TAK-931,2
TALAROZOLE (R ENANTIOMER),2
TASELISIB (GDC-0032),2
TAZEMETOSTAT,2
TD-139,2
TELOTRISTAT ETIPRATE (LX 1606 HIPPURATE),2
TG-003,2
TG-100801,2
THZ-2,2
TINOSTAMUSTINE,2
TMP-195,2
TNKS-656,2
TORKINIB,2
TPOP-146,2
TUCATINIB,2
UNC-0224,2
UNC-0631,2
UNC-0646,2
UNC-1999,2
UNC-2025,2
UNC-3866,2
UNC-569,2
VACTOSERTIB,2
VESATOLIMOD,2
VLX-1570,2
VPS34 INHIBITOR 1 (COMPOUND 19- PIK-III ANALOGUE),2
VS-4718,2
VU-0364849,2
WDR5-C47,2
WNK-463,2
WZ-4003,2
XCT-790,2
XL 413 HYDROCHLORIDE,2
XL-019,2
XL-388,2
XL-784,2
XL647,2
XMD17-109 (ERK5-IN-1),2
YM-511,2
YU-238259,2
ZM-39923,2
PRIMAQUINE,2
SAFINAMIDE MESILATE,2
SCOPOLAMINE,2
SILVER SULFADIAZINE,2
SODIUM CLOXACILLIN,2
SOLANESOL,2
SPECTINOMYCIN HYDROCHLORIDE,2
SULFAFURAZOLE,2
TAMSULOSIN HYDROCHLORIDE,2
TCN-201,2
TERAZOSIN HYDROCHLORIDE,2
TERBINAFINE HYDROCHLORIDE,2
TESTOSTERONE PROPIONATE,2
TIOTROPIUM BROMIDE,2
TM-30089,2
TORASEMIDE,2
TRAVOPROST,2
TRAZODONE HYDROCHLORIDE,2
U-0126,2
VENLAFAXINE HYDROCHLORIDE,2
VINDESINE SULFATE SALT,2
VIRACEPT,2
VU0482089-2,2
VU0483486-1,2
VU0483487-1,2
VU0483488-1,2
XL-647,2
YK-72,2
ZILPATEROL,2
ZIPRASIDONE HYDROCHLORIDE,2
(+)-BICUCULLINE,1
(-)-EPIGALLOCATECHIN GALLATE,1
(-)-HUPERZINE A (HUPA),1
(-)-MK 801 MALEATE,1
1-HEXADECANOL,1
10-DEACETYLBACCATIN-III,1
17-DMAG (ALVESPIMYCIN) HCL,1
2-THIOURACIL,1
4-AMINOHIPPURIC ACID,1
4MU8C,1
5-HYDROXYTRYPTOPHAN (5-HTP),1
8-AZAGUANINE,1
A-205804,1
ABIRATERONE ACETATE,1
ACEBUTOLOL HCL,1
ACECLIDINE HCL,1
ACESULFAME POTASSIUM,1
ACETANILIDE,1
ACETARSONE,1
ACETYLCHOLINE CHLORIDE,1
ACLIDINIUM BROMIDE,1
ADENINE HCL,1
ADIPHENINE HCL,1
ADIPORON,1
ADL5859 HCL,1
ADRENALONE HCL,1
AG-18,1
ALFUZOSIN HCL,1
ALIZAPRIDE HCL,1
ALIZARIN,1
ALLYLTHIOUREA,1
ALMOTRIPTAN MALATE,1
ALOGLIPTIN,1
ALTRENOGEST,1
ALVERINE CITRATE,1
AM1241,1
AM251,1
AMBROXOL HCL,1
AMFENAC SODIUM MONOHYDRATE,1
AMG-517,1
AMIDOPYRINE,1
AMILORIDE HCL,1
AMINOTHIAZOLE,1
AMITRIPTYLINE HCL,1
AMLODIPINE,1
AMMONIUM GLYCYRRHIZINATE,1
AMOROLFINE HCL,1
AMOXICILLIN,1
AMPICILLIN SODIUM,1
AMPICILLIN TRIHYDRATE,1
AMPIROXICAM,1
AMPROLIUM HCL,1
ANAGRELIDE HCL,1
ANISOTROPINE METHYLBROMIDE,1
ANTAZOLINE HCL,1
ANTIPYRINE,1
APOCYNIN,1
APOPTOSIS ACTIVATOR 2,1
APREMILAST (CC-10004),1
ARBIDOL HCL,1
ARTICAINE HCL,1
AT101,1
ATOMOXETINE HCL,1
AUY922 (NVP-AUY922),1
AVANAFIL,1
AZ20,1
AZACYCLONOL,1
AZAPERONE,1
AZATADINE DIMALEATE,1
AZD1080,1
AZD1981,1
AZD2858,1
AZELASTINE HCL,1
AZILSARTAN,1
AZILSARTAN MEDOXOMIL,1
AZLOCILLIN SODIUM SALT,1
BACITRACIN,1
BAY 11-7082,1
BAZEDOXIFENE HCL,1
BECLOMETHASONE DIPROPIONATE,1
BEMEGRIDE,1
BENAZEPRIL HCL,1
BENDROFLUMETHIAZIDE,1
BENFOTIAMINE,1
BENIDIPINE HCL,1
BENZBROMARONE,1
BENZETHONIUM CHLORIDE,1
BENZOCAINE,1
BENZOIC ACID,1
BENZTROPINE MESYLATE,1
BENZYDAMINE HCL,1
BEPHENIUM HYDROXYNAPHTHOATE,1
BEPOTASTINE BESILATE,1
BERBERINE HCL,1
BERGAPTEN,1
BETAHISTINE 2HCL,1
BETAMIPRON,1
BEZAFIBRATE,1
BIFONAZOLE,1
BIOTIN (VITAMIN B7),1
BIPERIDEN HCL,1
BISACODYL,1
BISOPROLOL FUMARATE,1
BIX 01294,1
BIX 02188,1
BML-190,1
BMY 7378,1
BOSENTAN HYDRATE,1
BRIMONIDINE TARTRATE,1
BRINZOLAMIDE,1
BRIVANIB ALANINATE (BMS-582664),1
BRL-54443,1
BROMFENAC SODIUM,1
BROMPHENIRAMINE HYDROGEN MALEATE,1
BROXYQUINOLINE,1
BRUCINE,1
BS-181 HCL,1
BUPIVACAINE HCL,1
BUSPIRONE HCL,1
BUTEIN,1
BUTENAFINE HCL,1
CAFFEIC ACID PHENETHYL ESTER,1
CALCIFEDIOL,1
CALCIUM GLUCEPTATE,1
CAMOSTAT MESILATE,1
CANDESARTAN,1
CANDESARTAN CILEXETIL,1
CAPTOPRIL,1
CARBADOX,1
CARBAMAZEPINE,1
CARBAZOCHROME SODIUM SULFONATE (AC-17),1
CARBENICILLIN DISODIUM,1
CARBENOXOLONE SODIUM,1
CARBIMAZOLE,1
CARPROFEN,1
CASPOFUNGIN ACETATE,1
CATHARANTHINE,1
CATHEPSIN INHIBITOR 1,1
CCG 50014,1
CEFOPERAZONE,1
CEFTIOFUR HCL,1
CEPHARANTHINE,1
CETIRIZINE DIHCL,1
CETRIMONIUM BROMIDE (CTAB),1
CETYLPYRIDINIUM CHLORIDE,1
CFTRINH-172,1
CGK 733,1
CGS 21680 HCL,1
CHIR-99021 (CT99021) HCL,1
CHLOROCRESOL,1
CHLOROGENIC ACID,1
CHLORPHENIRAMINE MALEATE,1
CHLORPROMAZINE HCL,1
CHLORPROPAMIDE,1
CHLORPROTHIXENE,1
CHLORQUINALDOL,1
CHOLINE CHLORIDE,1
CHROMOCARB,1
CILAZAPRIL MONOHYDRATE,1
CILNIDIPINE,1
CIMETIDINE,1
CINCHOPHEN,1
CINEPAZIDE MALEATE,1
CINOXACIN,1
CIPROXIFAN,1
CLEVIDIPINE BUTYRATE,1
CLIMBAZOLE,1
CLOFAZIMINE,1
CLONIDINE HCL,1
CLORPRENALINE HCL,1
CLOSANTEL,1
CLOSANTEL SODIUM,1
COBICISTAT (GS-9350),1
CONIVAPTAN HCL,1
COUMARIN,1
CTEP (RO4956371),1
CYCLAMIC  ACID,1
CYCLANDELATE,1
CYCLIZINE 2HCL,1
CYCLOCYTIDINE HCL,1
CYCLOSPORINE,1
CYROMAZINE,1
CYSTEAMINE HCL,1
CZC24832,1
DABIGATRAN ETEXILATE,1
DACLATASVIR (BMS-790052),1
DANOPREVIR (ITMN-191),1
DAPIVIRINE (TMC120),1
DAPOXETINE HCL,1
DARIFENACIN HBR,1
DARUNAVIR ETHANOLATE,1
DECAMETHONIUM BROMIDE,1
DEOXYARBUTIN,1
DESLORATADINE,1
DESVENLAFAXINE,1
DESVENLAFAXINE SUCCINATE,1
DETOMIDINE HCL,1
DEXLANSOPRAZOLE,1
DEXTROSE,1
DIACEREIN,1
DIBENZOTHIOPHENE,1
DIBUCAINE HCL,1
DICLOFENAC DIETHYLAMINE,1
DICLOFENAC POTASSIUM,1
DICLOXACILLIN SODIUM,1
DICYCLOMINE HCL,1
DIFLOXACIN HCL,1
DIFLUPREDNATE,1
DIMAPRIT 2HCL,1
DIMESNA,1
DIMINAZENE ACETURATE,1
DIPERODON HCL,1
DIPHEMANIL METHYLSULFATE,1
DIPHENHYDRAMINE HCL,1
DIRITHROMYCIN,1
DIVALPROEX SODIUM,1
DL-CARNITINE HCL,1
DOMIPHEN BROMIDE,1
DORIPENEM HYDRATE,1
DOVITINIB (TKI-258) DILACTIC ACID,1
DOXAPRAM HCL,1
DOXORUBICIN (ADRIAMYCIN),1
DOXYCYCLINE HCL,1
DOXYCYCLINE HYCLATE,1
DOXYLAMINE SUCCINATE,1
DROPERIDOL,1
DROPROPIZINE,1
DULOXETINE HCL,1
DYCLONINE HCL,1
DYNASORE,1
E-64,1
EBASTINE,1
EDOXABAN,1
EFAPROXIRAL SODIUM,1
EHOP-016,1
ELAIOPHYLIN,1
ELETRIPTAN HBR,1
EMPAGLIFLOZIN (BI 10773),1
ENALAPRILAT DIHYDRATE,1
ENMD-2076,1
ENROFLOXACIN,1
ENTECAVIR HYDRATE,1
EPIANDROSTERONE,1
EPINASTINE HCL,1
EPINEPHRINE BITARTRATE,1
EPINEPHRINE HCL,1
EPOXOMICIN,1
EPRAZINONE 2HCL,1
EPZ004777 HCL,1
EQUOL,1
ERYTHRITOL,1
ESCITALOPRAM OXALATE,1
ESCULIN,1
ESMOLOL HCL,1
ESTRADIOL VALERATE,1
ETHACRIDINE LACTATE MONOHYDRATE,1
ETHAMBUTOL HCL,1
ETHAMSYLATE,1
ETHYNODIOL DIACETATE,1
ETOFIBRATE,1
ETP-46464,1
ETRAVIRINE (TMC125),1
EUK 134,1
EVEROLIMUS (RAD001),1
FAMPROFAZONE,1
FELODIPINE,1
FENOPROFEN CALCIUM,1
FENSPIRIDE HCL,1
FERROSTATIN-1 (FER-1),1
FERULIC ACID,1
FEXOFENADINE HCL,1
FIDAXOMICIN,1
FLAVOXATE HCL,1
FLOPROPIONE,1
FLORFENICOL,1
FLUFENAMIC ACID,1
FLUMEQUINE,1
FLUMETHASONE,1
FLUNARIZINE 2HCL,1
FLUNIXIN MEGLUMIN,1
FLUOROMETHOLONE ACETATE,1
FLUOXETINE HCL,1
FLUVASTATIN SODIUM,1
FLUVOXAMINE MALEATE,1
FORMOTEROL HEMIFUMARATE,1
FORSKOLIN,1
FOSAPREPITANT DIMEGLUMINE SALT,1
FOSCARNET SODIUM,1
FURALTADONE HCL,1
GADODIAMIDE,1
GASTRODIN,1
GLAFENINE HCL,1
GLIQUIDONE,1
GLYBURIDE,1
GNF-PF-1145,1
GOLGICIDE A,1
GRAMINE,1
GRANISETRON HCL,1
GRISEOFULVIN,1
GSK J4 HCL,1
GUAIFENESIN,1
GUANABENZ ACETATE,1
GUANETHIDINE SULFATE,1
GUANIDINE HCL,1
GUANOSINE,1
GW3965 HCL,1
GW9662,1
GYNOSTEMMA EXTRACT,1
H 89 2HCL,1
HALCINONIDE,1
HALOBETASOL PROPIONATE,1
HC-030031,1
HOMATROPINE BROMIDE,1
HYDRALAZINE HCL,1
HYDROXYZINE 2HCL,1
HYOSCYAMINE,1
ICOTINIB,1
IEM 1754 DIHYDROBROMIDE,1
IFENPRODIL TARTRATE,1
IMATINIB MESYLATE,1
IMIDAPRIL HCL,1
IMIPRAMINE HCL,1
INDACATEROL MALEATE,1
INDOLE-3-CARBINOL,1
INOSINE,1
IOWH032,1
IPRATROPIUM BROMIDE,1
IRBESARTAN,1
IRINOTECAN HCL TRIHYDRATE,1
IRSOGLADINE,1
ISOSORBIDE,1
ISOVALERAMIDE,1
IU1,1
IWP-L6,1
IWR-1-ENDO,1
JIB-04,1
JNJ-1661010,1
JNJ-7777120,1
JSH-23,1
K02288,1
KETOTIFEN FUMARATE,1
KI16198,1
KPT-185,1
L-(+)-RHAMNOSE MONOHYDRATE,1
L-ASCORBYL 6-PALMITATE,1
L-CARNITINE,1
LAPATINIB (GW-572016) DITOSYLATE,1
LAPPACONITE HBR,1
LEVOBETAXOLOL HCL,1
LEVODROPROPIZINE,1
LIDOCAINE,1
LIOTHYRONINE SODIUM,1
LITHOCHOLIC ACID,1
LOMERIZINE HCL,1
LORCASERIN HCL,1
LOSARTAN POTASSIUM (DUP 753),1
LOXAPINE SUCCINATE,1
LULICONAZOLE,1
LUMIRACOXIB,1
LY2835219,1
LY364947,1
MAGNOLOL,1
MANIDIPINE 2HCL,1
MAPROTILINE HCL,1
MDIVI-1,1
MEDETOMIDINE HCL,1
MEFENAMIC ACID,1
MEPENZOLATE BROMIDE,1
MEPIROXOL,1
MEPIVACAINE HCL,1
MEPTAZINOL HCL,1
MEQUINOL,1
METHACYCLINE HCL,1
METHAZOLAMIDE,1
METHENAMINE,1
METHIMAZOLE,1
METHSCOPOLAMINE,1
METHYL-HESPERIDIN,1
METHYLHYDANTOIN-5-(D),1
METHYLTHIOURACIL,1
METICRANE,1
METOPROLOL TARTRATE,1
MEXILETINE HCL,1
MEZLOCILLIN SODIUM,1
MIANSERIN HCL,1
MILNACIPRAN HCL,1
MIRABEGRON,1
MITOXANTRONE HCL,1
MK-2206 2HCL,1
MK-801 (DIZOCILPINE),1
MK-8745,1
ML130 (NODINITIB-1),1
ML133 HCL,1
ML161,1
MM-102,1
MOCLOBEMIDE (RO 111163),1
MOEXIPRIL HCL,1
MOGUISTEINE,1
MONTELUKAST SODIUM,1
MOROXYDINE HCL,1
MOTESANIB DIPHOSPHATE (AMG-706),1
MOXALACTAM DISODIUM,1
MOXIFLOXACIN HCL,1
MOZAVAPTAN,1
MRS 2578,1
MYRICITRIN,1
N6-METHYLADENOSINE (M6A),1
NABUMETONE,1
NADIFLOXACIN,1
NAFCILLIN SODIUM,1
NAFTOPIDIL DIHCL,1
NALOXONE HCL,1
NAPHAZOLINE HCL,1
NARINGIN,1
NARINGIN DIHYDROCHALCONE,1
NEBIVOLOL,1
NEFOPAM HCL,1
NEOHESPERIDIN,1
NIALAMIDE,1
NICARAVEN,1
NICARDIPINE HCL,1
NICOTINE DITARTRATE,1
NIFEDIPINE,1
NIFENAZONE,1
NIFUROXAZIDE,1
NILVADIPINE,1
NIMODIPINE,1
NITHIAMIDE,1
NITRENDIPINE,1
NITROFURAL,1
NLG919,1
NMDA (N-METHYL-D-ASPARTIC ACID),1
NOBILETIN,1
NORETHINDRONE,1
NOSCAPINE HCL,1
NSC 405020,1
NU7026,1
NVP-BSK805 2HCL,1
NXY-059,1
NYSTATIN (FUNGICIDIN),1
OC000459,1
OCTOPAMINE HYDROCHLORIDE,1
OLSALAZINE SODIUM,1
ONDANSETRON HCL,1
ONX-0914 (PR-957),1
ORG 27569,1
ORNIDAZOLE,1
ORPHENADRINE CITRATE,1
OUABAIN,1
OXAPROZIN,1
OXETHAZAINE,1
OXYBUPROCAINE HCL,1
OXYMETAZOLINE HCL,1
OXYMETHOLONE,1
OZAGREL,1
P22077,1
P276-00,1
P5091 (P005091),1
PALBOCICLIB (PD-0332991) HCL,1
PALMATINE CHLORIDE,1
PANCURONIUM DIBROMIDE,1
PAROXETINE HCL,1
PASINIAZID,1
PD123319,1
PD128907 HCL,1
PEFLOXACIN MESYLATE,1
PENCICLOVIR,1
PENFLURIDOL,1
PENICILLIN G SODIUM,1
PERGOLIDE MESYLATE,1
PF-00562271,1
PF-04880594,1
PF-4981517,1
PFI-1 (PF-6405761),1
PHENAZOPYRIDINE HCL,1
PHENINDIONE,1
PHENIRAMINE MALEATE,1
PHENOTHIAZINE,1
PHENYLBUTAZONE,1
PHENYTOIN,1
PHENYTOIN SODIUM,1
PHTHALYLSULFACETAMIDE,1
PIDOTIMOD,1
PIFITHRIN-A (PFTA),1
PIFITHRIN-MU,1
PILOCARPINE HCL,1
PIPERACILLIN SODIUM,1
PIRACETAM,1
PIRFENIDONE,1
PIROMIDIC ACID,1
PIZOTIFEN MALATE,1
PJ34,1
POTASSIUM CANRENOATE,1
POTASSIUM IODIDE,1
PP1,1
PP2,1
PQ 401,1
PR-619,1
PRAMOXINE HCL,1
PRANOPROFEN,1
PRAZOSIN HCL,1
PRIDINOL METHANESULFONATE,1
PRILOCAINE,1
PROADIFEN HCL,1
PROCAINE HCL,1
PROCYCLIDINE HCL,1
PROPARACAINE HCL,1
PROPRANOLOL HCL,1
PRT062607 HCL,1
PRUCALOPRIDE SUCCINATE,1
PRX-08066 MALEIC ACID,1
PYR-41,1
PYRIDOXINE HCL,1
QNZ (EVP4593),1
QUERCETIN DIHYDRATE,1
QUETIAPINE FUMARATE,1
QUINAPRIL HCL,1
QUININE HCL DIHYDRATE,1
R406,1
RACTOPAMINE HCL,1
RANITIDINE,1
RANOLAZINE 2HCL,1
RETAPAMULIN,1
RG2833 (RGFP109),1
RGFP966,1
RI-1,1
RILPIVIRINE,1
RONIDAZOLE,1
ROPINIROLE HCL,1
ROPIVACAINE HCL,1
ROSUVASTATIN CALCIUM,1
ROXATIDINE ACETATE HCL,1
RS-127445,1
RUCAPARIB PHOSPHATE,1
RUPATADINE FUMARATE,1
RUTIN,1
S-RUXOLITINIB (INCB018424),1
SAFINAMIDE MESYLATE,1
SALICYLANILIDE,1
SALUBRINAL,1
SANT-1,1
SAR131675,1
SASAPYRINE,1
SB202190 (FHPI),1
SB269970 HCL,1
SB271046,1
SB590885,1
SB742457,1
SC-514,1
SC144,1
SCHISANDRIN B (SCH B),1
SCLAREOL,1
SCOPINE HCL,1
SCOPOLAMINE HBR,1
SCRIPTAID,1
SEROTONIN HCL,1
SERTACONAZOLE NITRATE,1
SGC-CBP30,1
SGI-1027,1
SILYMARIN,1
SIRTINOL,1
SITAGLIPTIN PHOSPHATE MONOHYDRATE,1
SITAXENTAN SODIUM,1
SKEPINONE-L,1
SNS-314 MESYLATE,1
SODIUM 4-AMINOHIPPURATE HYDRATE,1
SODIUM 4-AMINOSALICYLATE,1
SODIUM ASCORBATE,1
SODIUM NITRITE,1
SODIUM NITROPRUSSIDE,1
SODIUM PHENYLBUTYRATE,1
SODIUM PICOSULFATE,1
SODIUM SALICYLATE,1
SOLIFENACIN SUCCINATE,1
SORAFENIB TOSYLATE,1
SPECTINOMYCIN HCL,1
SPIRAMYCIN,1
SRPIN340,1
SRT1720,1
SSR128129E,1
STATTIC,1
STAVUDINE (D4T),1
SUCCINYLCHOLINE CHLORIDE DIHYDRATE,1
SUCRALOSE,1
SULBACTAM SODIUM,1
SULCONAZOLE NITRATE,1
SULFACETAMIDE SODIUM,1
SULFAGUANIDINE,1
SULFAMERAZINE,1
SULFAMETHAZINE,1
SULFAMETHOXYPYRIDAZINE,1
SULFATHIAZOLE,1
SUPROFEN,1
SUVOREXANT (MK-4305),1
SYK INHIBITOR III,1
SYNEPHRINE HCL,1
T0070907,1
T0901317,1
TAK-438,1
TAK-632,1
TAK-700 (ORTERONEL),1
TALC,1
TANGERETIN,1
TASISULAM,1
TCID,1
TCS 359,1
TOCRIS-1097,1
"VINCRISTINE SULFATE, APOCYNACEAE SP.",1
TENOFOVIR,1
TENOVIN-1,1
TERAZOSIN HCL,1
TERBINAFINE,1
TERBINAFINE HCL,1
TERFENADINE,1
TETRACAINE HCL,1
TETRAETHYLENEPENTAMINE 5HCL,1
TETRAHYDROPAPAVERINE HCL,1
TETRAHYDROZOLINE HCL,1
TG100713,1
THIAMET G,1
THIORIDAZINE HCL,1
THONZONIUM BROMIDE,1
TIANEPTINE SODIUM,1
TICAGRELOR,1
TICARCILLIN SODIUM,1
TILMICOSIN,1
TIMOLOL MALEATE,1
TIOTROPIUM BROMIDE HYDRATE,1
TIRATRICOL,1
TOFACITINIB (CP-690550) CITRATE,1
TOLAZOLINE HCL,1
TOLBUTAMIDE,1
TOLFENAMIC ACID,1
TOLMETIN SODIUM,1
TOLPERISONE HCL,1
TOLTRAZURIL,1
TRANYLCYPROMINE (2-PCPA) HCL,1
TRAZODONE HCL,1
TRIAMCINOLONE,1
TRICLABENDAZOLE,1
TRIFLUSAL,1
TRIPELENNAMINE HCL,1
TROMETAMOL,1
TROPICAMIDE,1
TROXERUTIN,1
TROXIPIDE,1
TTNPB (AROTINOID ACID),1
TUBASTATIN A HCL,1
TYLOSIN TARTRATE,1
TYRPHOSTIN 9,1
TYRPHOSTIN AG 1296,1
TYRPHOSTIN AG 879,1
U-104,1
U0126-ETOH,1
ULIPRISTAL,1
UPF 1069,1
URACIL,1
URAPIDIL HCL,1
VALACICLOVIR HCL,1
VALGANCICLOVIR HCL,1
VALNEMULIN HCL,1
VALSARTAN,1
VANILLIN,1
VANILLYLACETONE,1
VARDENAFIL HCL TRIHYDRATE,1
VERAPAMIL HCL,1
VILAZODONE HCL,1
VILDAGLIPTIN (LAF-237),1
VINFLUNINE TARTRATE,1
VITAMIN C,1
VITAMIN D2,1
VITAMIN D3,1
VOGLIBOSE,1
VU 0361737,1
VU 0364439,1
VU 0364770,1
VUF 10166,1
VX-661,1
WAY-100635 MALEATE,1
WY-14643 (PIRINIXIC ACID),1
WZ811,1
XANTHONE,1
XYLAZINE HCL,1
XYLOSE,1
Y-27632 2HCL,1
YOHIMBINE HCL,1
ZCL278,1
ZINC PYRITHIONE,1
ZIPRASIDONE HCL,1
ZLN005,1
ZM 306416,1
ZM 323881 HCL,1
ZM 39923 HCL,1
ZOXAZOLAMINE,1
